age,gender,education_level,job_title,years_of_experience,salary,job_title_norm
33.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
26.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
32.0,Male,PhD,Research Scientist,10.0,150000.0,research scientist
22.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Bachelor's,Product Manager,13.0,160000.0,product manager
38.0,Female,Master's,Marketing Manager,14.0,170000.0,marketing manager
27.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
31.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
29.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,11.0,160000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
27.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
31.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
29.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,11.0,160000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
27.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
35.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
24.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
28.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
32.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
26.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
41.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
33.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
26.0,Female,Bachelor's,Social Media Man,7.0,100000.0,social media man
31.0,Male,Bachelor's,Software Engineer,7.0,120000.0,software engineer
26.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
33.0,Male,Master's,Marketing Manager,9.0,130000.0,marketing manager
29.0,Female,High School,Customer Service Representative,3.0,35000.0,customer service representative
36.0,Male,PhD,Research Scientist,13.0,160000.0,research scientist
27.0,Female,Bachelor's,Marketing Coordinator,2.0,50000.0,marketing coordinator
31.0,Male,Bachelor's,Project Manager,6.0,100000.0,project manager
28.0,Female,Master's,Financial Analyst,4.0,80000.0,financial analyst
25.0,Male,Bachelor's,Software Engineer,1.0,60000.0,software engineer
30.0,Female,Bachelor's,Sales Manager,5.0,90000.0,sales manager
34.0,Male,PhD,Research Director,11.0,170000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,180000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,50000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,160000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,55000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,85000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,170000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,180000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,50000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,160000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,55000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,85000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,170000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,180000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,50000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,160000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,55000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,85000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,170000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,180000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,50000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,160000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,55000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,85000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,170000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,180000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,50000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,160000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,55000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,85000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,170000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,180000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,50000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,160000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,55000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,85000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,170000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,180000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,50000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,160000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,55000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,85000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,170000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,180000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,50000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,160000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,55000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,85000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,170000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,180000.0,marketing director
28.0,Female,Bachelor's,Marketing Coordinator,3.0,60000.0,marketing coordinator
33.0,Male,Master's,Software Engineer,9.0,120000.0,software engineer
26.0,Female,Bachelor's,Graphic Designer,1.0,45000.0,graphic designer
29.0,Male,Bachelor's,Product Manager,5.0,80000.0,product manager
35.0,Female,PhD,Research Scientist,11.0,150000.0,research scientist
27.0,Male,Bachelor's,Software Engineer,2.0,65000.0,software engineer
31.0,Female,Bachelor's,Marketing Manager,7.0,100000.0,marketing manager
28.0,Male,Master's,Financial Analyst,4.0,90000.0,financial analyst
24.0,Female,Bachelor's,Marketing Analyst,0.0,40000.0,marketing analyst
30.0,Male,Bachelor's,Project Manager,6.0,110000.0,project manager
34.0,Female,PhD,Research Director,12.0,170000.0,research director
27.0,Male,Bachelor's,Software Engineer,3.0,75000.0,software engineer
33.0,Female,Master's,Marketing Manager,8.0,120000.0,marketing manager
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
25.0,Female,High School,Customer Service Representative,1.0,30000.0,customer service representative
36.0,Male,PhD,Research Scientist,13.0,180000.0,research scientist
39.0,Female,Bachelor's,Financial Manager,15.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,1.0,50000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
28.0,Male,Bachelor's,Marketing Analyst,3.0,65000.0,marketing analyst
32.0,Female,Bachelor's,Product Manager,7.0,110000.0,product manager
24.0,Male,High School,Delivery Driver,0.0,28000.0,delivery driver
37.0,Male,Master's,Marketing Director,14.0,190000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,210000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,55000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,170000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,90000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,160000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,190000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,55000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,170000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,90000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,160000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,190000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,55000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,170000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,90000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,160000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,190000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
26.0,Male,Bachelor's,Product Designer,2.0,55000.0,product designer
31.0,Female,PhD,Data Scientist,8.0,140000.0,data scientist
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,marketing analyst
33.0,Female,Master's,Marketing Manager,9.0,130000.0,marketing manager
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,software engineer
36.0,Female,PhD,Research Scientist,12.0,170000.0,research scientist
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,product manager
30.0,Female,Bachelor's,Marketing Coordinator,5.0,90000.0,marketing coordinator
34.0,Male,PhD,Research Director,11.0,160000.0,research director
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,marketing analyst
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,product manager
24.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Master's,Marketing Director,14.0,190000.0,marketing director
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,financial manager
